Date,Close,Temperature
2021-11-18T00:04:11,35,26.1
2021-11-18T00:04:13,34,25.9
2021-11-18T00:04:16,35,26.2
2021-11-18T00:04:18,35,26.2
2021-11-18T00:04:20,35,26.1
2021-11-18T00:04:22,35,26.2
2021-11-18T00:04:24,35,26.1
2021-11-18T00:04:26,35,26.1
2021-11-18T00:04:28,35,26.1
2021-11-18T00:04:30,35,26
2021-11-18T00:04:32,35,26.2
2021-11-18T00:04:34,35,26.2
2021-11-18T00:04:36,35,26
2021-11-18T00:04:38,35,26.1
2021-11-18T00:04:40,35,26.2
2021-11-18T00:04:42,35,26.1
2021-11-18T00:04:44,35,26.1
2021-11-18T00:04:47,35,26.2
2021-11-18T00:04:49,35,26.3
2021-11-18T00:04:51,35,26.2
2021-11-18T00:04:53,35,26
2021-11-18T00:04:55,35,26.1
2021-11-18T00:04:57,35,26.1
2021-11-18T00:04:59,35,26
2021-11-18T00:05:01,35,26
2021-11-18T00:05:03,35,26.2
2021-11-18T00:05:05,35,26.1
2021-11-18T00:05:07,35,26.1
2021-11-18T00:05:09,35,26.1
2021-11-18T00:05:11,35,26.2
2021-11-18T00:05:13,35,26.1
2021-11-18T00:05:15,35,26.1
2021-11-18T00:05:18,35,26.1
2021-11-18T00:05:20,35,26.1
2021-11-18T00:05:22,35,26.1
2021-11-18T00:05:24,35,26.3
2021-11-18T00:05:26,35,26.2
2021-11-18T00:05:28,35,26.1
2021-11-18T00:05:30,35,26.2
2021-11-18T00:05:32,35,26.2
2021-11-18T00:05:34,35,26.2
2021-11-18T00:05:36,35,26.1
2021-11-18T00:05:38,35,26.2
2021-11-18T00:05:40,35,26.2
2021-11-18T00:05:42,35,26.2
2021-11-18T00:05:44,35,26.1
2021-11-18T00:05:46,34,25.8
2021-11-18T00:05:49,35,26.2
2021-11-18T00:05:51,35,26.2
2021-11-18T00:05:53,35,26
2021-11-18T00:05:55,35,26.2
2021-11-18T00:05:57,35,26.1
2021-11-18T00:05:59,35,26.2
2021-11-18T00:06:01,35,26
2021-11-18T00:06:03,35,26.1
2021-11-18T00:06:05,35,26.2
2021-11-18T00:06:07,35,26.2
2021-11-18T00:06:09,34,25.9
2021-11-18T00:06:11,35,26.1
2021-11-18T00:06:13,35,26.2
2021-11-18T00:06:15,35,26
2021-11-18T00:06:17,35,26.1
2021-11-18T00:06:20,35,26.2
2021-11-18T00:06:22,35,26
2021-11-18T00:06:24,35,26.1
2021-11-18T00:06:26,35,26.2
2021-11-18T00:06:28,35,26.1
2021-11-18T00:06:30,35,26.2
2021-11-18T00:06:32,35,26.2
2021-11-18T00:06:34,35,26.1
2021-11-18T00:06:36,35,26
2021-11-18T00:06:38,35,26.1
2021-11-18T00:06:40,35,26.2
2021-11-18T00:06:42,35,26.1
2021-11-18T00:06:44,35,26
2021-11-18T00:06:46,35,26.1
2021-11-18T00:06:48,35,26.1
2021-11-18T00:06:51,35,26.1
2021-11-18T00:06:53,35,26.1
2021-11-18T00:06:55,35,26.1
2021-11-18T00:06:57,35,26.1
2021-11-18T00:06:59,35,26.1
2021-11-18T00:07:01,35,26.1
2021-11-18T00:07:03,35,26.1
2021-11-18T00:07:05,35,26.1
2021-11-18T00:07:07,35,26.2
2021-11-18T00:07:09,35,26.1
2021-11-18T00:07:11,35,26.1
2021-11-18T00:07:13,35,26.2
2021-11-18T00:07:15,35,26.2
2021-11-18T00:07:17,35,26.2
2021-11-18T00:07:19,35,26.3
2021-11-18T00:07:22,35,26.1
2021-11-18T00:07:24,35,26.2
2021-11-18T00:07:26,35,26.1
2021-11-18T00:07:28,35,26.2
2021-11-18T00:07:30,35,26.1
2021-11-18T00:07:32,35,26.1
2021-11-18T00:07:34,35,26.1
2021-11-18T00:07:36,35,26.1
2021-11-18T00:07:38,35,26.1
2021-11-18T00:07:40,35,26.1
2021-11-18T00:07:42,35,26.2
2021-11-18T00:07:44,35,26.1
2021-11-18T00:07:46,35,26.2
2021-11-18T00:07:48,35,26.1
2021-11-18T00:07:50,35,26.2
2021-11-18T00:07:52,35,26.2
2021-11-18T00:07:55,35,26
2021-11-18T00:07:57,35,26.2
2021-11-18T00:07:59,35,26.2
2021-11-18T00:08:01,35,26.1
2021-11-18T00:08:03,35,26.2
2021-11-18T00:08:05,34,25.9
2021-11-18T00:08:07,35,26.1
2021-11-18T00:08:09,35,26.2
2021-11-18T00:08:11,35,26.1
2021-11-18T00:08:13,35,26.2
2021-11-18T00:08:15,35,26.2
2021-11-18T00:08:17,34,25.8
2021-11-18T00:08:19,35,26.1
2021-11-18T00:08:21,35,26.1
2021-11-18T00:08:23,35,26.2
2021-11-18T00:08:26,35,26.2
2021-11-18T00:08:28,35,26
2021-11-18T00:08:30,35,26.1
2021-11-18T00:08:32,35,26.2
2021-11-18T00:08:34,35,26.2
2021-11-18T00:08:36,35,26.1
2021-11-18T00:08:38,35,26
2021-11-18T00:08:40,34,25.8
2021-11-18T00:08:42,35,26.2
2021-11-18T00:08:44,35,26.1
2021-11-18T00:08:46,35,26.2
2021-11-18T00:08:48,35,26.1
2021-11-18T00:08:50,35,26.1
2021-11-18T00:08:52,34,25.8
2021-11-18T00:08:54,35,26.2
2021-11-18T00:08:57,35,26.2
2021-11-18T00:08:59,35,26.2
2021-11-18T00:09:01,35,26.2
2021-11-18T00:09:03,35,26.1
2021-11-18T00:09:05,34,25.8
2021-11-18T00:09:07,35,26.1
2021-11-18T00:09:09,35,26.2
2021-11-18T00:09:11,35,26.1
2021-11-18T00:09:13,35,26.2
2021-11-18T00:09:15,35,26.5
2021-11-18T00:09:17,35,26.1
2021-11-18T00:09:19,35,26.2
2021-11-18T00:09:21,35,26
2021-11-18T00:09:23,35,26.1
2021-11-18T00:09:25,35,26.2
2021-11-18T00:09:28,34,25.8
2021-11-18T00:09:30,35,26.1
2021-11-18T00:09:32,35,26.2
2021-11-18T00:09:34,35,26.2
2021-11-18T00:09:36,35,26.1
2021-11-18T00:09:38,35,26.1
2021-11-18T00:09:40,35,26.3
2021-11-18T00:09:42,35,26.2
2021-11-18T00:09:44,35,26.2
2021-11-18T00:09:46,35,26.1
2021-11-18T00:09:49,35,26.2
2021-11-18T00:09:50,35,26.3
2021-11-18T00:09:52,35,26.2
2021-11-18T00:09:54,35,26.2
2021-11-18T00:09:56,35,26.1
2021-11-18T00:09:59,35,26.1
2021-11-18T00:10:01,35,26.2
2021-11-18T00:10:03,35,26.4
2021-11-18T00:10:05,35,26.1
2021-11-18T00:10:07,35,26.2
2021-11-18T00:10:09,35,26.1
2021-11-18T00:10:11,35,26.1
2021-11-18T00:10:13,35,26.2
2021-11-18T00:10:15,35,26.2
2021-11-18T00:10:17,35,26.2
2021-11-18T00:10:19,35,26.2
2021-11-18T00:10:21,35,26.2
2021-11-18T00:10:23,35,26.1
2021-11-18T00:10:25,34,25.8
2021-11-18T00:10:27,35,26.2
2021-11-18T00:10:30,35,26.1
2021-11-18T00:10:32,35,26.1
2021-11-18T00:10:34,35,26.1
2021-11-18T00:10:36,35,26.2
2021-11-18T00:10:38,35,26.1
2021-11-18T00:10:40,35,26.1
2021-11-18T00:10:42,35,26.1
2021-11-18T00:10:44,35,26.2
2021-11-18T00:10:46,35,26.1
2021-11-18T00:10:48,35,26.2
2021-11-18T00:10:50,35,26.1
2021-11-18T00:10:52,35,26.3
2021-11-18T00:10:54,35,26.2
2021-11-18T00:10:56,35,26.2
2021-11-18T00:10:58,35,26
2021-11-18T00:11:01,35,26
2021-11-18T00:11:03,35,26.1
2021-11-18T00:11:05,35,26.2
2021-11-18T00:11:07,35,26.2
2021-11-18T00:11:09,35,26.2
2021-11-18T00:11:11,35,26.3
2021-11-18T00:11:13,35,26.2
2021-11-18T00:11:15,35,26.2
2021-11-18T00:11:17,35,26.1
2021-11-18T00:11:19,35,26.1
2021-11-18T00:11:21,35,26.1
2021-11-18T00:11:23,35,26.2
2021-11-18T00:11:25,35,26.1
2021-11-18T00:11:27,35,26.1
2021-11-18T00:11:30,35,26.2
2021-11-18T00:11:32,35,26.2
2021-11-18T00:11:34,35,26.2
2021-11-18T00:11:36,35,26
2021-11-18T00:11:38,35,26.1
2021-11-18T00:11:40,35,26.1
2021-11-18T00:11:42,35,26.2
2021-11-18T00:11:44,35,26.2
2021-11-18T00:11:46,35,26.1
2021-11-18T00:11:48,35,26
2021-11-18T00:11:50,35,26.2
2021-11-18T00:11:52,35,26.2
2021-11-18T00:11:54,35,26.2
2021-11-18T00:11:56,35,26.1
2021-11-18T00:11:58,35,26.1
2021-11-18T00:12:00,35,26.1
2021-11-18T00:12:03,35,26.1
2021-11-18T00:12:05,35,26.1
2021-11-18T00:12:07,35,26.2
2021-11-18T00:12:09,35,26.1
2021-11-18T00:12:11,35,26.2
2021-11-18T00:12:13,35,26
2021-11-18T00:12:15,35,26.1
2021-11-18T00:12:17,35,26.2
2021-11-18T00:12:19,35,26.1
2021-11-18T00:12:21,35,26.1
2021-11-18T00:12:23,35,26.4
2021-11-18T00:12:25,35,26.1
2021-11-18T00:12:27,35,26.2
2021-11-18T00:12:30,35,26.2
2021-11-18T00:12:31,35,26.2
2021-11-18T00:12:33,35,26
2021-11-18T00:12:36,35,26.2
2021-11-18T00:12:38,35,26.1
2021-11-18T00:12:40,35,26.1
2021-11-18T00:12:42,35,26.2
2021-11-18T00:12:44,35,26.1
2021-11-18T00:12:46,35,26
2021-11-18T00:12:48,35,26.1
2021-11-18T00:12:50,35,26.2
2021-11-18T00:12:52,35,26.1
2021-11-18T00:12:54,35,26.1
2021-11-18T00:12:56,35,26.2
2021-11-18T00:12:58,35,26.2
2021-11-18T00:13:00,35,26.1
2021-11-18T00:13:02,35,26.2
2021-11-18T00:13:04,35,26.2
2021-11-18T00:13:07,35,26.2
2021-11-18T00:13:09,35,26.4
2021-11-18T00:13:11,35,26.2
2021-11-18T00:13:13,35,26.1
2021-11-18T00:13:15,35,26.1
2021-11-18T00:13:17,35,26.1
2021-11-18T00:13:19,35,26.1
2021-11-18T00:13:21,35,26.4
2021-11-18T00:13:23,35,26.2
2021-11-18T00:13:25,35,26.1
2021-11-18T00:13:27,35,26.2
2021-11-18T00:13:29,35,26.2
2021-11-18T00:13:31,35,26
2021-11-18T00:13:33,35,26.2
2021-11-18T00:13:35,35,26.2
2021-11-18T00:13:38,35,26.1
2021-11-18T00:13:40,35,26.2
2021-11-18T00:13:42,35,26.1
2021-11-18T00:13:44,35,26.2
2021-11-18T00:13:46,35,26.2
2021-11-18T00:13:48,35,26.2
2021-11-18T00:13:50,35,26.2
2021-11-18T00:13:52,35,26.2
2021-11-18T00:13:54,35,26.2
2021-11-18T00:13:56,35,26.1
2021-11-18T00:13:58,35,26.1
2021-11-18T00:14:00,35,26.1
2021-11-18T00:14:02,35,26.2
2021-11-18T00:14:04,35,26.2
2021-11-18T00:14:06,34,25.8
2021-11-18T00:14:09,35,26.2
2021-11-18T00:14:11,35,26
2021-11-18T00:14:13,35,26.2
2021-11-18T00:14:15,35,26.1
2021-11-18T00:14:17,35,26.2
2021-11-18T00:14:19,35,26
2021-11-18T00:14:21,35,26.1
2021-11-18T00:14:23,35,26.1
2021-11-18T00:14:25,35,26.2
2021-11-18T00:14:27,35,26.1
2021-11-18T00:14:29,35,26.2
2021-11-18T00:14:31,35,26.1
2021-11-18T00:14:33,35,26.2
2021-11-18T00:14:35,35,26.2
2021-11-18T00:14:37,35,26.1
2021-11-18T00:14:40,35,26.1
2021-11-18T00:14:42,35,26.1
2021-11-18T00:14:44,35,26.2
2021-11-18T00:14:46,35,26.2
2021-11-18T00:14:48,35,26.2
2021-11-18T00:14:50,35,26
2021-11-18T00:14:52,35,26.1
2021-11-18T00:14:54,35,26
2021-11-18T00:14:56,35,26.2
2021-11-18T00:14:58,35,26.1
2021-11-18T00:15:00,35,26.1
2021-11-18T00:15:02,35,26.2
2021-11-18T00:15:04,35,26
2021-11-18T00:15:06,35,26.2
2021-11-18T00:15:08,35,26.2
2021-11-18T00:15:11,35,26.1
2021-11-18T00:15:13,35,26.2
2021-11-18T00:15:15,35,26.1
2021-11-18T00:15:17,35,26.2
2021-11-18T00:15:19,35,26.2
2021-11-18T00:15:21,35,26.3
2021-11-18T00:15:23,35,26.2
2021-11-18T00:15:25,35,26.1
2021-11-18T00:15:27,35,26.1
2021-11-18T00:15:29,35,26.2
2021-11-18T00:15:31,35,26.2
2021-11-18T00:15:33,35,26.2
2021-11-18T00:15:35,35,26.1
2021-11-18T00:15:37,35,26.2
2021-11-18T00:15:39,35,26.1
2021-11-18T00:15:42,35,26.2
2021-11-18T00:15:44,35,26.2
2021-11-18T00:15:46,35,26.1
2021-11-18T00:15:48,35,26.2
2021-11-18T00:15:50,35,26.2
2021-11-18T00:15:52,35,26
2021-11-18T00:15:54,35,26.2
2021-11-18T00:15:56,35,26.1
2021-11-18T00:15:58,35,26.2
2021-11-18T00:16:00,35,26.1
2021-11-18T00:16:02,35,26.1
2021-11-18T00:16:04,35,26
2021-11-18T00:16:06,35,26.2
2021-11-18T00:16:08,35,26.1
2021-11-18T00:16:10,35,26.1
2021-11-18T00:16:13,35,26.1
2021-11-18T00:16:15,35,26.1
2021-11-18T00:16:17,35,26.1
2021-11-18T00:16:19,35,26.1
2021-11-18T00:16:21,35,26.1
2021-11-18T00:16:23,35,26.1
2021-11-18T00:16:25,35,26.2
2021-11-18T00:16:27,35,26
2021-11-18T00:16:29,35,26.2
2021-11-18T00:16:31,35,26.2
2021-11-18T00:16:33,35,26.2
2021-11-18T00:16:35,35,26.2
2021-11-18T00:16:37,35,26.2
2021-11-18T00:16:39,35,26.3
2021-11-18T00:16:41,35,26.2
2021-11-18T00:16:43,35,26.2
2021-11-18T00:16:46,35,26.1
2021-11-18T00:16:48,35,26.2
2021-11-18T00:16:50,35,26.2
2021-11-18T00:16:52,35,26.3
2021-11-18T00:16:54,35,26.2
2021-11-18T00:16:56,35,26.2
2021-11-18T00:16:58,35,26.1
2021-11-18T00:17:00,35,26.1
2021-11-18T00:17:02,35,26.1
2021-11-18T00:17:04,35,26.1
2021-11-18T00:17:06,35,26.1
2021-11-18T00:17:08,35,26.2
2021-11-18T00:17:12,35,26.1
2021-11-18T00:17:14,35,26
2021-11-18T00:17:17,35,26.1
2021-11-18T00:17:19,35,26.2
2021-11-18T00:17:21,35,26.2
2021-11-18T00:17:23,35,26.2
2021-11-18T00:17:25,35,26.2
2021-11-18T00:17:27,35,26.2
2021-11-18T00:17:29,35,26.1
2021-11-18T00:17:31,35,26.1
2021-11-18T00:17:33,35,26.1
2021-11-18T00:17:35,35,26.1
2021-11-18T00:17:37,35,26.1
2021-11-18T00:17:39,35,26.2
2021-11-18T00:17:41,35,26.2
2021-11-18T00:17:43,35,26.2
2021-11-18T00:17:45,35,26
2021-11-18T00:17:48,35,26.1
2021-11-18T00:17:50,35,26.1
2021-11-18T00:17:52,35,26.1
2021-11-18T00:17:54,35,26.1
2021-11-18T00:17:56,35,26.1
2021-11-18T00:17:58,35,26.1
2021-11-18T00:18:00,35,26.2
2021-11-18T00:18:02,35,26.2
2021-11-18T00:18:04,35,26.2
2021-11-18T00:18:06,35,26
2021-11-18T00:18:08,35,26.1
2021-11-18T00:18:10,35,26.1
2021-11-18T00:18:12,35,26.2
2021-11-18T00:18:14,35,26.1
2021-11-18T00:18:16,35,26.1
2021-11-18T00:18:18,35,26.2
2021-11-18T00:18:21,35,26.1
2021-11-18T00:18:23,35,26.2
2021-11-18T00:18:25,35,26.1
2021-11-18T00:18:27,35,26.2
2021-11-18T00:18:29,35,26.2
2021-11-18T00:18:31,35,26.1
2021-11-18T00:18:33,35,26.1
2021-11-18T00:18:35,35,26.2
2021-11-18T00:18:37,35,26.2
2021-11-18T00:18:39,35,26.1
2021-11-18T00:18:41,35,26.2
2021-11-18T00:18:43,35,26.1
2021-11-18T00:18:45,35,26.2
2021-11-18T00:18:47,35,26.1
2021-11-18T00:18:49,35,26.2
2021-11-18T00:18:52,35,26
2021-11-18T00:18:54,35,26.1
2021-11-18T00:18:56,35,26.1
2021-11-18T00:18:58,35,26.1
2021-11-18T00:19:00,35,26.2
2021-11-18T00:19:02,35,26.1
2021-11-18T00:19:04,35,26.3
2021-11-18T00:19:06,35,26.1
2021-11-18T00:19:08,35,26.1
2021-11-18T00:19:10,35,26.2
2021-11-18T00:19:12,35,26.1
2021-11-18T00:19:14,35,26.1
2021-11-18T00:19:16,35,26
2021-11-18T00:19:18,35,26.1
2021-11-18T00:19:20,35,26.1
2021-11-18T00:19:23,35,26.1
2021-11-18T00:19:25,35,26.1
2021-11-18T00:19:27,35,26.1
2021-11-18T00:19:29,35,26.1
2021-11-18T00:19:31,35,26.1
2021-11-18T00:19:33,35,26.1
2021-11-18T00:19:35,35,26.1
2021-11-18T00:19:37,35,26.1
2021-11-18T00:19:39,35,26
2021-11-18T00:19:41,35,26.1
2021-11-18T00:19:43,35,26
2021-11-18T00:19:45,35,26.1
2021-11-18T00:19:47,35,26.1
2021-11-18T00:19:49,35,26.1
2021-11-18T00:19:51,34,25.9
2021-11-18T00:19:54,35,26.1
2021-11-18T00:19:56,35,26.2
2021-11-18T00:19:58,35,26.1
2021-11-18T00:20:00,35,26.1
2021-11-18T00:20:02,35,26
2021-11-18T00:20:04,35,26.1
2021-11-18T00:20:06,35,26.2
2021-11-18T00:20:08,35,26.1
2021-11-18T00:20:10,35,26.1
2021-11-18T00:20:12,35,26.1
2021-11-18T00:20:14,34,25.9
2021-11-18T00:20:16,35,26.1
2021-11-18T00:20:18,35,26.1
2021-11-18T00:20:20,35,26.1
2021-11-18T00:20:22,35,26.1
2021-11-18T00:20:25,35,26.2
2021-11-18T00:20:27,35,26.1
2021-11-18T00:20:29,35,26.1
2021-11-18T00:20:31,35,26.1
2021-11-18T00:20:33,35,26.2
2021-11-18T00:20:35,35,26.1
2021-11-18T00:20:37,35,26.3
2021-11-18T00:20:39,35,26.2
2021-11-18T00:20:42,35,26.2
2021-11-18T00:20:43,35,26.1
2021-11-18T00:20:45,35,26.2
2021-11-18T00:20:47,35,26.2
2021-11-18T00:20:49,35,26.1
2021-11-18T00:20:51,35,26.2
2021-11-18T00:20:53,35,26.2
2021-11-18T00:20:56,35,26
2021-11-18T00:20:58,35,26.1
2021-11-18T00:21:00,35,26.2
2021-11-18T00:21:02,35,26.1
2021-11-18T00:21:04,35,26.1
2021-11-18T00:21:06,35,26.1
2021-11-18T00:21:08,35,26.2
2021-11-18T00:21:10,35,26.2
2021-11-18T00:21:12,35,26.2
2021-11-18T00:21:14,35,26.2
2021-11-18T00:21:16,35,26.1
2021-11-18T00:21:18,35,26.1
2021-11-18T00:21:20,35,26.1
2021-11-18T00:21:22,35,26.1
2021-11-18T00:21:24,35,26.2
2021-11-18T00:21:27,35,26.1
2021-11-18T00:21:29,35,26.2
2021-11-18T00:21:31,35,26.2
2021-11-18T00:21:33,35,26.1
2021-11-18T00:21:35,35,26.2
2021-11-18T00:21:37,35,26.2
2021-11-18T00:21:39,35,26.1
2021-11-18T00:21:41,35,26.1
2021-11-18T00:21:43,35,26.1
2021-11-18T00:21:45,35,26
2021-11-18T00:21:47,35,26.1
2021-11-18T00:21:49,35,26.1
2021-11-18T00:21:51,35,26.1
2021-11-18T00:21:53,35,26.1
2021-11-18T00:21:55,35,26.1
2021-11-18T00:21:58,35,26.2
2021-11-18T00:22:00,35,26.2
2021-11-18T00:22:02,35,26.1
2021-11-18T00:22:04,35,26.2
2021-11-18T00:22:06,35,26.1
2021-11-18T00:22:08,35,26.1
2021-11-18T00:22:10,35,26.3
2021-11-18T00:22:12,35,26.1
2021-11-18T00:22:14,35,26.1
2021-11-18T00:22:16,35,26.2
2021-11-18T00:22:18,35,26.1
2021-11-18T00:22:20,35,26.2
2021-11-18T00:22:22,34,25.8
2021-11-18T00:22:24,35,26.1
2021-11-18T00:22:26,35,26.1
2021-11-18T00:22:29,35,26.1
2021-11-18T00:22:31,35,26.2
2021-11-18T00:22:33,35,26.2
2021-11-18T00:22:35,34,25.9
2021-11-18T00:22:37,35,26.2
2021-11-18T00:22:39,35,26.2
2021-11-18T00:22:41,35,26.2
2021-11-18T00:22:43,35,26.2
2021-11-18T00:22:45,35,26.2
2021-11-18T00:22:47,35,26.1
2021-11-18T00:22:49,35,26.1
2021-11-18T00:22:51,35,26.2
2021-11-18T00:22:53,35,26.1
2021-11-18T00:22:55,35,26.2
2021-11-18T00:22:57,35,26.2
2021-11-18T00:22:59,35,26.1
2021-11-18T00:23:02,35,26.2
2021-11-18T00:23:04,35,26.2
2021-11-18T00:23:06,35,26.1
2021-11-18T00:23:08,35,26.2
2021-11-18T00:23:10,35,26.2
2021-11-18T00:23:12,35,26.2
2021-11-18T00:23:14,35,26.1
2021-11-18T00:23:16,35,26.1
2021-11-18T00:23:18,35,26.2
2021-11-18T00:23:20,35,26.2
2021-11-18T00:23:22,35,26
2021-11-18T00:23:24,35,26.2
2021-11-18T00:23:26,35,26.2
2021-11-18T00:23:28,35,26.2
2021-11-18T00:23:30,35,26.2
2021-11-18T00:23:33,35,26
2021-11-18T00:23:35,35,26.2
2021-11-18T00:23:37,35,26.2
2021-11-18T00:23:39,35,26
2021-11-18T00:23:41,35,26.2
2021-11-18T00:23:43,35,26.2
2021-11-18T00:23:45,34,25.8
2021-11-18T00:23:47,35,26.2
2021-11-18T00:23:49,35,26.2
2021-11-18T00:23:51,35,26.1
2021-11-18T00:23:53,35,26.2
2021-11-18T00:23:55,35,26.1
2021-11-18T00:23:57,34,25.9
2021-11-18T00:23:59,35,26.2
2021-11-18T00:24:01,35,26.2
2021-11-18T00:24:04,35,26.1
2021-11-18T00:24:06,35,26.1
2021-11-18T00:24:08,35,26.2
2021-11-18T00:24:10,35,26.2
2021-11-18T00:24:12,35,26.2
2021-11-18T00:24:14,35,26.2
2021-11-18T00:24:16,35,26.1
2021-11-18T00:24:18,35,26.2
2021-11-18T00:24:20,35,26
2021-11-18T00:24:22,35,26.2
2021-11-18T00:24:24,35,26.2
2021-11-18T00:24:26,35,26.2
2021-11-18T00:24:28,35,26.1
2021-11-18T00:24:30,35,26.2
2021-11-18T00:24:32,34,25.8
2021-11-18T00:24:35,35,26.2
2021-11-18T00:24:37,35,26.2
2021-11-18T00:24:39,35,26.2
2021-11-18T00:24:41,35,26.2
2021-11-18T00:24:43,35,26.1
2021-11-18T00:24:45,35,26.1
2021-11-18T00:24:47,35,26.2
2021-11-18T00:24:49,35,26.2
2021-11-18T00:24:51,35,26.1
2021-11-18T00:24:53,35,26.2
2021-11-18T00:24:55,35,26.4
2021-11-18T00:24:57,35,26.1
2021-11-18T00:24:59,35,26.1
2021-11-18T00:25:01,35,26.2
2021-11-18T00:25:03,35,26.2
2021-11-18T00:25:06,35,26.3
2021-11-18T00:25:08,35,26.3
2021-11-18T00:25:10,35,26.2
2021-11-18T00:25:12,35,26.1
2021-11-18T00:25:14,35,26.2
2021-11-18T00:25:16,35,26.2
2021-11-18T00:25:18,35,26.1
2021-11-18T00:25:20,35,26.2
2021-11-18T00:25:22,35,26.2
2021-11-18T00:25:24,35,26.1
2021-11-18T00:25:26,35,26.2
2021-11-18T00:25:28,35,26.1
2021-11-18T00:25:30,35,26.2
2021-11-18T00:25:32,35,26.1
